valor,pais_origem,pais_destino,hora,historico,risco
82889,Brasil,Brasil,6,medio,medio
18542,Alemanha,Nigéria,14,ruim,medio
155841,China,EUA,12,medio,medio
4316,China,EUA,5,bom,medio
331956,China,Brasil,12,ruim,medio
1000391,EUA,Nigéria,16,medio,medio
17702,Brasil,China,16,bom,medio
360540,Brasil,Alemanha,6,ruim,medio
228636,Brasil,EUA,18,medio,medio
232488,Brasil,China,23,ruim,medio
1068295,Nigéria,Brasil,1,medio,medio
94110,EUA,Brasil,9,ruim,medio
8476,Brasil,Alemanha,11,bom,medio
34898,Nigéria,China,22,bom,medio
77364,EUA,China,13,ruim,medio
7573,China,Nigéria,14,medio,medio
17067,Nigéria,EUA,14,bom,medio
9725,Alemanha,Alemanha,8,medio,medio
72461,Alemanha,Brasil,1,ruim,medio
174585,Brasil,China,22,medio,medio
81060,Brasil,Nigéria,11,medio,medio
240778,Nigéria,China,8,medio,medio
5267,Alemanha,EUA,16,bom,medio
28742,China,Alemanha,16,ruim,medio
1036349,Alemanha,Brasil,0,medio,medio
299673,Brasil,EUA,17,ruim,medio
261635,Brasil,Alemanha,13,medio,medio
29683,China,EUA,10,medio,medio
266789,Brasil,China,1,medio,medio
9259,Alemanha,Nigéria,16,bom,medio
5365,Nigéria,EUA,4,bom,medio
77861,EUA,Brasil,3,medio,medio
829647,Brasil,EUA,23,medio,medio
41300,Brasil,Brasil,7,medio,medio
56490,Nigéria,Alemanha,16,ruim,medio
15253,Nigéria,EUA,12,bom,medio
9843,EUA,China,15,bom,medio
217843,Brasil,China,11,medio,medio
13602,Nigéria,Nigéria,0,bom,medio
280576,China,China,3,medio,medio
2679,EUA,EUA,4,bom,baixo
2116,Brasil,EUA,14,bom,baixo
445959,Nigéria,Alemanha,20,ruim,medio
19022,China,Nigéria,4,bom,medio
1745,EUA,China,15,bom,baixo
53861,EUA,China,5,medio,medio
32900,Brasil,China,0,bom,medio
136503,Nigéria,Brasil,2,medio,medio
146540,Brasil,Alemanha,15,medio,medio
1144370,Nigéria,China,3,medio,medio
6983,Brasil,Nigéria,15,bom,medio
654673,Alemanha,Brasil,2,medio,medio
7687,EUA,Alemanha,18,medio,medio
468751,Nigéria,Alemanha,0,medio,medio
14402,China,EUA,1,bom,medio
4833,China,Alemanha,16,bom,medio
39983,Brasil,Nigéria,20,bom,medio
1484,Nigéria,Alemanha,5,ruim,baixo
3394,China,EUA,18,bom,baixo
72340,Alemanha,Nigéria,10,medio,medio
15605,EUA,Brasil,14,bom,medio
321253,Alemanha,Brasil,16,medio,medio
21666,Brasil,Brasil,15,medio,medio
16784,Nigéria,China,7,bom,medio
71157,Alemanha,Alemanha,7,medio,medio
6495,China,China,10,bom,medio
21276,China,China,5,bom,medio
177897,EUA,EUA,7,medio,medio
1788,Alemanha,Brasil,16,bom,baixo
226414,China,China,15,ruim,medio
120270,EUA,China,12,medio,medio
185134,Alemanha,Alemanha,1,ruim,medio
194704,China,Alemanha,16,medio,medio
165909,Alemanha,EUA,3,medio,medio
130065,EUA,Alemanha,10,ruim,medio
83749,Alemanha,EUA,10,ruim,medio
32142,Brasil,Alemanha,11,bom,medio
7592,China,EUA,10,bom,medio
9862,Alemanha,Alemanha,22,bom,medio
33963,Alemanha,Nigéria,15,bom,medio
104969,China,EUA,14,ruim,medio
27365,EUA,Nigéria,21,bom,medio
58884,Nigéria,EUA,14,medio,medio
15127,Brasil,Nigéria,22,bom,medio
57792,China,EUA,10,ruim,medio
464646,Alemanha,Alemanha,21,medio,medio
8491,Alemanha,China,17,ruim,medio
1432651,Nigéria,Nigéria,6,medio,medio
31185,Brasil,Brasil,23,bom,medio
758597,Alemanha,China,3,medio,medio
201408,Nigéria,Brasil,1,ruim,medio
130377,Nigéria,Alemanha,6,medio,medio
10804,EUA,China,8,bom,medio
16770,China,Alemanha,19,bom,medio
29565,Alemanha,Brasil,5,medio,medio
51170,Brasil,Nigéria,13,medio,medio
286494,Nigéria,EUA,5,ruim,medio
142274,Brasil,China,0,medio,medio
129553,China,Brasil,7,medio,medio
530685,Nigéria,Nigéria,22,ruim,medio
177873,EUA,China,12,medio,medio
96163,Nigéria,Brasil,14,ruim,medio
151754,EUA,Nigéria,4,ruim,medio
125865,Nigéria,Brasil,14,medio,medio
231804,China,Nigéria,7,medio,medio
236263,EUA,China,9,medio,medio
22199,EUA,Alemanha,17,bom,medio
132076,Brasil,China,3,medio,medio
125954,Nigéria,EUA,14,ruim,medio
88131,Brasil,Nigéria,13,ruim,medio
5479,Nigéria,Nigéria,6,bom,medio
12309,EUA,Alemanha,16,bom,medio
11886,Brasil,EUA,7,bom,medio
1893,Alemanha,Nigéria,2,bom,baixo
52543,Nigéria,China,13,medio,medio
7190,Nigéria,Nigéria,4,medio,medio
6121,China,Brasil,19,bom,medio
838230,Brasil,China,5,medio,medio
168351,EUA,Brasil,13,medio,medio
282744,EUA,EUA,5,medio,medio
8170,EUA,China,4,bom,medio
473709,China,EUA,6,medio,medio
3780,Alemanha,Brasil,7,bom,baixo
1402506,China,EUA,10,medio,medio
12215,China,EUA,2,bom,medio
234455,Nigéria,EUA,11,medio,medio
213206,Brasil,Brasil,0,ruim,medio
74767,EUA,Brasil,19,medio,medio
558122,Nigéria,EUA,18,medio,medio
50485,Alemanha,EUA,7,medio,medio
13090,EUA,China,6,bom,medio
14572,Brasil,Nigéria,11,medio,medio
20052,Brasil,Brasil,18,bom,medio
5090,Nigéria,Nigéria,10,bom,medio
41549,Brasil,Nigéria,1,medio,medio
30503,Brasil,Alemanha,0,ruim,medio
66326,China,Brasil,4,bom,medio
22430,Brasil,China,18,bom,medio
122978,Alemanha,EUA,19,ruim,medio
1858,EUA,Brasil,2,bom,baixo
174478,Nigéria,Brasil,15,medio,medio
272342,Brasil,Brasil,10,medio,medio
5235,EUA,Brasil,4,bom,medio
289130,China,Brasil,20,medio,medio
2562,China,EUA,14,bom,baixo
32713,China,Nigéria,23,bom,medio
118342,EUA,Nigéria,0,medio,medio
271756,EUA,EUA,21,medio,medio
15488,Nigéria,EUA,4,bom,medio
201499,Nigéria,EUA,1,medio,medio
391029,EUA,Brasil,18,medio,medio
3141,China,Alemanha,17,bom,baixo
90828,Brasil,Nigéria,7,ruim,medio
8820,EUA,Brasil,4,bom,medio
59504,China,EUA,22,ruim,medio
453700,Alemanha,Alemanha,11,medio,medio
324278,Alemanha,Nigéria,8,medio,medio
98912,Nigéria,China,1,ruim,medio
178611,China,Alemanha,2,ruim,medio
86127,Nigéria,EUA,19,ruim,medio
682390,Brasil,Brasil,1,medio,medio
806413,Alemanha,Alemanha,10,medio,medio
84673,Brasil,Nigéria,8,medio,medio
295714,China,Nigéria,6,ruim,medio
5847,Nigéria,Nigéria,9,bom,medio
498366,EUA,Brasil,10,ruim,medio
494289,China,Alemanha,17,ruim,medio
2350420,Brasil,Nigéria,23,medio,medio
24592,Brasil,Alemanha,13,ruim,medio
11915,Brasil,China,0,bom,medio
21667,EUA,China,23,bom,medio
229111,China,Nigéria,6,medio,medio
112347,Nigéria,Brasil,16,ruim,medio
592628,Alemanha,China,1,medio,medio
49354,Nigéria,China,17,medio,medio
160999,China,Alemanha,13,ruim,medio
32722,China,Brasil,11,medio,medio
14951,Brasil,Nigéria,10,bom,medio
385540,Nigéria,Brasil,20,medio,medio
245994,Brasil,Brasil,16,medio,medio
119114,Brasil,China,12,ruim,medio
221983,EUA,Brasil,19,medio,medio
290637,Brasil,Brasil,13,medio,medio
112219,Brasil,Alemanha,22,medio,medio
99862,China,Brasil,17,ruim,medio
327906,China,Nigéria,3,ruim,medio
212290,Nigéria,China,7,ruim,medio
53113,Nigéria,Nigéria,16,ruim,medio
31495,Brasil,Brasil,20,medio,medio
314752,Brasil,EUA,16,medio,medio
4188,China,Brasil,12,bom,medio
7290,Brasil,Nigéria,15,bom,medio
44526,Brasil,China,19,medio,medio
186795,EUA,EUA,21,ruim,medio
73806,Nigéria,Brasil,10,ruim,medio
6532,Brasil,Alemanha,22,bom,medio
121821,EUA,Alemanha,11,ruim,medio
4279,Brasil,Brasil,8,bom,medio
167381,Brasil,Alemanha,7,medio,medio
4289,EUA,EUA,10,bom,medio
10803,Brasil,EUA,2,bom,medio
306913,Alemanha,Alemanha,1,ruim,medio
468,EUA,Nigéria,6,medio,baixo
25781,China,China,11,ruim,medio
288018,China,Brasil,21,ruim,medio
26875,Alemanha,China,3,bom,medio
10455,EUA,EUA,23,bom,medio
147368,EUA,Brasil,19,medio,medio
5949,Alemanha,Nigéria,23,bom,medio
113788,EUA,China,18,medio,medio
7394,Alemanha,Nigéria,20,bom,medio
1841,Brasil,Brasil,18,bom,baixo
28953,EUA,EUA,17,medio,medio
365735,EUA,Brasil,4,ruim,medio
422900,Nigéria,Nigéria,6,medio,medio
1901,China,EUA,2,bom,baixo
74369,Nigéria,Brasil,15,ruim,medio
49804,Alemanha,Brasil,6,medio,medio
79152,China,EUA,0,bom,medio
159235,Nigéria,Brasil,0,ruim,medio
30733,Nigéria,EUA,15,bom,medio
13020,Brasil,Alemanha,22,bom,medio
35321,Nigéria,EUA,18,bom,medio
274892,China,Nigéria,23,medio,medio
938,Nigéria,China,9,bom,baixo
1869094,China,Brasil,15,medio,medio
419679,Brasil,China,8,medio,medio
2016564,Alemanha,Nigéria,2,medio,medio
16161,China,EUA,2,bom,medio
19962,Brasil,EUA,5,bom,medio
311209,China,Alemanha,6,medio,medio
11289,Nigéria,Brasil,4,bom,medio
149229,Nigéria,Alemanha,20,ruim,medio
244551,China,EUA,8,medio,medio
43161,Brasil,Nigéria,21,bom,medio
10534,China,Alemanha,16,bom,medio
133345,Brasil,Brasil,3,medio,medio
2324,China,Alemanha,23,bom,baixo
23872,Alemanha,China,16,medio,medio
17948,Brasil,EUA,1,bom,medio
145494,EUA,Alemanha,20,ruim,medio
164284,China,Brasil,5,medio,medio
74855,Brasil,Nigéria,11,medio,medio
152694,Alemanha,Alemanha,21,medio,medio
192286,Alemanha,Alemanha,16,ruim,medio
33658,Alemanha,Nigéria,18,bom,medio
8243,China,Nigéria,20,bom,medio
204949,Brasil,EUA,22,medio,medio
6363,China,China,8,bom,medio
140442,Nigéria,Brasil,13,medio,medio
74787,Alemanha,Nigéria,18,medio,medio
75369,Alemanha,China,10,medio,medio
683,China,EUA,9,bom,baixo
1558,Alemanha,Nigéria,9,ruim,baixo
205411,Nigéria,Alemanha,12,medio,medio
299094,China,China,1,ruim,medio
121838,Nigéria,Brasil,18,medio,medio
506098,Alemanha,EUA,11,ruim,medio
334019,Brasil,Brasil,21,medio,medio
147805,Nigéria,EUA,14,medio,medio
158538,China,Alemanha,22,ruim,medio
3065,China,Brasil,13,bom,baixo
25883,EUA,Nigéria,13,medio,medio
17949,Brasil,EUA,16,bom,medio
158545,Nigéria,Brasil,16,medio,medio
332392,Alemanha,Brasil,17,ruim,medio
22688,Brasil,Nigéria,5,bom,medio
1105,China,Nigéria,16,bom,baixo
109708,Alemanha,Brasil,19,ruim,medio
2117,Brasil,EUA,10,bom,baixo
270365,China,Nigéria,17,medio,medio
119971,EUA,Brasil,3,ruim,medio
18102,China,Alemanha,14,bom,medio
9517,Alemanha,China,1,medio,medio
8265,China,China,19,bom,medio
126263,Nigéria,EUA,16,ruim,medio
79791,China,EUA,1,medio,medio
138901,Nigéria,Brasil,1,ruim,medio
14461,EUA,Alemanha,2,bom,medio
6239,Brasil,EUA,22,bom,medio
158577,Brasil,China,6,ruim,medio
93083,Brasil,Alemanha,5,ruim,medio
337307,China,Brasil,19,medio,medio
7136,Alemanha,EUA,1,bom,medio
190161,Alemanha,Nigéria,15,medio,medio
13630,Brasil,Nigéria,17,bom,medio
67812,Alemanha,Brasil,19,ruim,medio
18858,Alemanha,Alemanha,14,bom,medio
66546,Alemanha,Alemanha,5,medio,medio
308561,Brasil,Brasil,6,ruim,medio
508943,Brasil,Brasil,1,medio,medio
30653,Nigéria,Alemanha,13,bom,medio
12468,Brasil,Alemanha,3,bom,medio
1901,Nigéria,EUA,16,bom,baixo
252367,Brasil,Nigéria,19,medio,medio
326634,China,Alemanha,17,medio,medio
129427,EUA,Brasil,14,ruim,medio
204062,EUA,China,19,medio,medio
8,Brasil,EUA,11,bom,baixo
10586,Alemanha,China,19,bom,medio
39676,Nigéria,China,14,medio,medio
23038,China,Brasil,1,bom,medio
28784,Alemanha,Nigéria,5,bom,medio
3874,EUA,Alemanha,15,bom,baixo
17130,EUA,Nigéria,4,bom,medio
370682,China,EUA,11,ruim,medio
320814,EUA,Alemanha,20,medio,medio
90379,Alemanha,EUA,10,ruim,medio
161053,EUA,EUA,6,medio,medio
126022,China,Alemanha,6,medio,medio
75884,EUA,China,8,ruim,medio
7905,China,Nigéria,23,bom,medio
77057,Alemanha,China,4,medio,medio
20967,Alemanha,Nigéria,13,bom,medio
279331,Nigéria,Alemanha,15,medio,medio
11393,EUA,EUA,17,bom,medio
1231867,EUA,Nigéria,21,medio,medio
120320,Nigéria,China,18,medio,medio
516312,Brasil,Nigéria,16,medio,medio
9933,China,EUA,2,bom,medio
23343,Nigéria,Nigéria,12,bom,medio
6750,Alemanha,China,10,bom,medio
34888,Nigéria,Alemanha,1,bom,medio
12382,China,Brasil,3,medio,medio
842,Brasil,Brasil,6,bom,baixo
238318,Brasil,China,1,medio,medio
500632,Brasil,Alemanha,6,medio,medio
10176,China,EUA,9,bom,medio
561936,Brasil,EUA,21,medio,medio
12908,Nigéria,Brasil,2,ruim,medio
175013,EUA,Alemanha,3,ruim,medio
348312,Alemanha,EUA,19,medio,medio
159963,Nigéria,China,7,medio,medio
3818,EUA,Nigéria,18,bom,baixo
18239,Brasil,Alemanha,19,bom,medio
37291,EUA,Alemanha,2,bom,medio
15548,China,China,18,bom,medio
11158,Nigéria,Nigéria,12,bom,medio
392704,Nigéria,Alemanha,7,medio,medio
148216,EUA,EUA,4,medio,medio
209510,Nigéria,Alemanha,6,medio,medio
49716,China,China,8,ruim,medio
4144,Nigéria,Alemanha,16,bom,medio
33823,Nigéria,EUA,22,medio,medio
325,Nigéria,China,12,bom,baixo
101770,Nigéria,Brasil,12,ruim,medio
347,Nigéria,China,11,bom,baixo
17271014,EUA,China,7,medio,medio
9543,EUA,EUA,11,bom,medio
51772,China,China,17,ruim,medio
8171,EUA,Nigéria,22,bom,medio
17991,Nigéria,EUA,11,bom,medio
42443,China,China,13,ruim,medio
174677,China,Brasil,19,ruim,medio
22335,China,China,7,bom,medio
5609,China,EUA,9,bom,medio
7703,EUA,Alemanha,15,bom,medio
427,Brasil,EUA,13,bom,baixo
150277,Alemanha,Brasil,19,medio,medio
3950,Alemanha,EUA,10,bom,baixo
23981,EUA,EUA,21,bom,medio
202712,Nigéria,EUA,14,medio,medio
8935,EUA,Alemanha,16,bom,medio
201273,Alemanha,Alemanha,6,ruim,medio
65407,Brasil,Nigéria,8,medio,medio
217090,Brasil,Nigéria,19,medio,medio
1488,EUA,China,0,bom,baixo
60451,EUA,Nigéria,5,ruim,medio
16435,China,China,16,bom,medio
2159,Brasil,Brasil,19,bom,baixo
2570,Alemanha,EUA,0,bom,baixo
24631,Brasil,Alemanha,13,medio,medio
10000000,EUA,China,19,medio,medio
17472,EUA,China,19,bom,medio
14128,Nigéria,Nigéria,15,bom,medio
173811,Alemanha,Nigéria,8,ruim,medio
3975,EUA,Alemanha,16,bom,baixo
19973,China,EUA,11,ruim,medio
97380,Brasil,Brasil,16,medio,medio
130573,China,EUA,22,medio,medio
12169,EUA,Nigéria,11,medio,medio
72177,EUA,EUA,0,medio,medio
8147,Nigéria,Alemanha,14,bom,medio
1442,Nigéria,China,20,bom,baixo
3266,China,China,17,bom,baixo
8137,Brasil,Brasil,13,bom,medio
416905,Nigéria,EUA,9,medio,medio
38352,EUA,Brasil,23,medio,medio
167753,Brasil,EUA,3,medio,medio
3188,Nigéria,EUA,17,bom,baixo
24507,China,EUA,23,ruim,medio
46003,Nigéria,Alemanha,3,medio,medio
2671,EUA,China,20,bom,baixo
20794,EUA,China,9,bom,medio
309796,Brasil,Brasil,18,medio,medio
124154,Nigéria,Alemanha,7,ruim,medio
80737,EUA,Nigéria,22,medio,medio
147229,Alemanha,China,20,medio,medio
165608,Alemanha,EUA,19,medio,medio
896,Nigéria,EUA,21,bom,baixo
20150,Nigéria,Brasil,12,medio,medio
987,Brasil,Alemanha,2,bom,baixo
84344,EUA,China,7,ruim,medio
7179,EUA,Alemanha,9,bom,medio
474732,China,Nigéria,4,medio,medio
6125,EUA,EUA,8,bom,medio
394537,Nigéria,Alemanha,16,medio,medio
691982,Nigéria,Alemanha,3,ruim,medio
3787,Alemanha,China,9,bom,baixo
185835,China,China,12,medio,medio
17111,EUA,Alemanha,0,bom,medio
165925,Nigéria,EUA,23,medio,medio
90210,Nigéria,Nigéria,15,ruim,medio
80954,EUA,Brasil,12,ruim,medio
75212,EUA,EUA,17,medio,medio
18204,EUA,Brasil,8,bom,medio
360565,China,EUA,6,medio,medio
105135,China,Nigéria,2,medio,medio
377034,Alemanha,China,5,medio,medio
569721,EUA,China,4,medio,medio
157135,Alemanha,Alemanha,6,ruim,medio
79453,China,Alemanha,20,medio,medio
124000,China,Nigéria,23,medio,medio
60942,EUA,China,7,ruim,medio
363413,Alemanha,Brasil,22,medio,medio
48465,China,Nigéria,7,bom,medio
202327,Nigéria,Brasil,2,medio,medio
201401,China,Brasil,19,ruim,medio
74443,Alemanha,Alemanha,14,medio,medio
50431,Brasil,Alemanha,13,medio,medio
332202,EUA,Nigéria,14,medio,medio
1456,EUA,Alemanha,14,bom,baixo
134128,Nigéria,China,10,medio,medio
368101,China,Nigéria,22,medio,medio
85232,Alemanha,Nigéria,19,ruim,medio
403698,Alemanha,Nigéria,22,ruim,medio
45838,Brasil,Brasil,0,medio,medio
767304,EUA,Nigéria,20,medio,medio
308491,Nigéria,Alemanha,7,medio,medio
12213,China,Brasil,7,bom,medio
336963,Nigéria,Alemanha,11,medio,medio
63178,EUA,China,20,ruim,medio
9542,Alemanha,Alemanha,22,bom,medio
189433,China,Brasil,23,medio,medio
308684,Nigéria,EUA,8,medio,medio
24485,China,Nigéria,12,medio,medio
9334,EUA,Alemanha,4,bom,medio
20008,Alemanha,Brasil,10,medio,medio
308195,China,Nigéria,10,medio,medio
346093,Brasil,China,14,ruim,medio
1967374,China,Brasil,4,medio,medio
13021,Brasil,Nigéria,12,bom,medio
4383082,China,Nigéria,1,medio,medio
748,China,China,20,bom,baixo
124155,Brasil,EUA,18,ruim,medio
22886,Brasil,Alemanha,10,medio,medio
49227,Brasil,Brasil,20,ruim,medio
547721,Alemanha,Nigéria,8,medio,medio
83765,Brasil,EUA,3,medio,medio
42512,Alemanha,Alemanha,8,medio,medio
132821,EUA,Brasil,16,medio,medio
131760,Alemanha,EUA,19,medio,medio
8675,Nigéria,Nigéria,21,bom,medio
152804,Brasil,China,5,ruim,medio
41650,Alemanha,Brasil,19,medio,medio
15589,EUA,Brasil,7,bom,medio
125193,Nigéria,Brasil,4,ruim,medio
4977791,China,Brasil,19,medio,medio
5399,EUA,China,8,bom,medio
88577,Brasil,EUA,1,medio,medio
141498,China,Alemanha,10,ruim,medio
22494,China,Nigéria,1,bom,medio
32889,Nigéria,Brasil,1,bom,medio
49010,Nigéria,China,14,bom,medio
2710,Brasil,Alemanha,16,bom,baixo
134631,Brasil,China,14,ruim,medio
158691,Brasil,Alemanha,8,ruim,medio
18664,China,EUA,22,bom,medio
151936,EUA,EUA,10,medio,medio
181536,EUA,Alemanha,23,medio,medio
399025,Nigéria,Alemanha,7,medio,medio
285696,China,China,15,ruim,medio
356056,China,Brasil,22,medio,medio
178576,Brasil,Alemanha,11,medio,medio
267493,Nigéria,China,9,medio,medio
8202,Nigéria,EUA,19,bom,medio
227287,Nigéria,Alemanha,1,ruim,medio
1562352,Alemanha,Brasil,8,medio,medio
141741,Alemanha,Nigéria,11,medio,medio
57422,Nigéria,Nigéria,19,medio,medio
37843,China,Nigéria,23,ruim,medio
157129,Brasil,China,6,medio,medio
216252,Nigéria,Brasil,5,medio,medio
7937,Alemanha,Alemanha,15,bom,medio
181208,Brasil,Alemanha,6,medio,medio
18859,Brasil,Nigéria,2,bom,medio
403364,Brasil,Alemanha,13,medio,medio
961126,Alemanha,Alemanha,2,medio,medio
19143,Brasil,Nigéria,12,bom,medio
3994,Brasil,EUA,23,bom,baixo
141296,Alemanha,China,5,medio,medio
10494,Nigéria,Nigéria,22,bom,medio
334633,Nigéria,Nigéria,5,medio,medio
78813,Nigéria,EUA,4,ruim,medio
1987,EUA,Brasil,4,bom,baixo
104664,China,Nigéria,14,medio,medio
243272,Alemanha,Alemanha,3,ruim,medio
6952,China,Alemanha,7,bom,medio
10647,EUA,Brasil,20,bom,medio
253149,Alemanha,Alemanha,4,medio,medio
1509061,China,Brasil,0,medio,medio
280519,China,EUA,13,medio,medio
531778,Brasil,Brasil,12,medio,medio
7626,Alemanha,EUA,10,bom,medio
2057,Alemanha,Alemanha,12,bom,baixo
17571,China,Alemanha,5,bom,medio
10708,Nigéria,EUA,22,bom,medio
8227,China,EUA,3,bom,medio
9663,EUA,Nigéria,21,bom,medio
144640,EUA,Brasil,7,medio,medio
19915,Alemanha,EUA,8,ruim,medio
7349,China,Nigéria,1,bom,medio
23143,China,Alemanha,6,bom,medio
25895,Brasil,Nigéria,21,medio,medio
8595,Alemanha,Alemanha,21,bom,medio
17091,Alemanha,Alemanha,4,medio,medio
32219,EUA,Brasil,1,medio,medio
203082,Brasil,China,18,medio,medio
242855,EUA,EUA,16,medio,medio
173679,Nigéria,EUA,22,ruim,medio
91974,China,China,4,ruim,medio
329524,Brasil,Alemanha,7,medio,medio
563637,EUA,Nigéria,17,medio,medio
11821,Nigéria,China,13,bom,medio
1758055,Nigéria,Nigéria,10,medio,medio
138051,Brasil,China,20,medio,medio
20524,China,Alemanha,18,bom,medio
323979,Brasil,Alemanha,12,ruim,medio
731079,Brasil,EUA,9,medio,medio
58703,Brasil,China,11,ruim,medio
74773,Nigéria,Alemanha,11,medio,medio
357148,China,EUA,7,ruim,medio
148675,Nigéria,Alemanha,14,medio,medio
7976,Nigéria,Nigéria,1,bom,medio
150816,Alemanha,Nigéria,14,ruim,medio
172490,Brasil,Brasil,7,ruim,medio
188991,China,Alemanha,1,medio,medio
6914,China,Alemanha,4,bom,medio
129766,EUA,Nigéria,11,ruim,medio
2186,EUA,Brasil,21,bom,baixo
3745,China,Nigéria,10,bom,baixo
90983,Alemanha,Nigéria,9,medio,medio
416868,EUA,China,11,ruim,medio
22621,Brasil,Alemanha,0,bom,medio
9863,Alemanha,China,21,bom,medio
276993,Nigéria,Alemanha,23,ruim,medio
161446,Nigéria,Brasil,22,medio,medio
224249,Alemanha,Nigéria,8,medio,medio
13604,Brasil,EUA,12,bom,medio
234967,Brasil,Nigéria,16,medio,medio
186627,Brasil,EUA,6,ruim,medio
13979,Alemanha,Nigéria,8,bom,medio
100840,Brasil,Nigéria,1,medio,medio
62999,Nigéria,China,10,bom,medio
27637,Nigéria,EUA,22,bom,medio
22239,EUA,Alemanha,5,bom,medio
108916,Nigéria,Alemanha,0,medio,medio
4470,China,Alemanha,12,bom,medio
134424,Nigéria,Nigéria,5,medio,medio
5148,Alemanha,China,16,bom,medio
8994,China,Brasil,3,bom,medio
166506,China,China,18,ruim,medio
4005,Nigéria,Nigéria,7,bom,medio
452644,Alemanha,EUA,15,ruim,medio
272879,Nigéria,Brasil,1,medio,medio
152815,China,Nigéria,14,ruim,medio
2948,China,EUA,12,bom,baixo
230868,Alemanha,EUA,18,medio,medio
125685,China,China,1,ruim,medio
198329,EUA,Alemanha,1,medio,medio
76259,Alemanha,Alemanha,12,bom,medio
101897,Alemanha,EUA,11,ruim,medio
2863,Nigéria,Brasil,8,bom,baixo
70544,Nigéria,Brasil,8,medio,medio
7701,Alemanha,China,6,bom,medio
86238,Nigéria,China,19,medio,medio
237638,Brasil,China,22,medio,medio
6706,Alemanha,Nigéria,16,bom,medio
220692,EUA,Brasil,6,medio,medio
23538,Alemanha,EUA,15,bom,medio
51772,China,EUA,11,bom,medio
192239,Brasil,Nigéria,9,ruim,medio
190279,Brasil,Brasil,9,medio,medio
194306,Nigéria,Brasil,0,ruim,medio
8256,China,Nigéria,12,bom,medio
241857,China,Brasil,17,medio,medio
174119,China,Alemanha,8,ruim,medio
17503,Brasil,Nigéria,1,bom,medio
18430,EUA,Alemanha,0,bom,medio
168644,Alemanha,EUA,14,medio,medio
115708,Nigéria,Alemanha,9,ruim,medio
131891,China,Brasil,0,medio,medio
11171,Brasil,Brasil,21,bom,medio
700266,Nigéria,EUA,16,medio,medio
66845,Alemanha,Alemanha,4,ruim,medio
42472,China,Nigéria,16,medio,medio
11733,Nigéria,China,19,bom,medio
74607,China,China,23,medio,medio
100686,Nigéria,Alemanha,15,medio,medio
16967,China,Brasil,22,medio,medio
257648,Brasil,Nigéria,4,medio,medio
436143,Nigéria,China,9,medio,medio
120863,China,Alemanha,13,ruim,medio
16245,Brasil,Brasil,4,bom,medio
52031,Brasil,Nigéria,21,medio,medio
614409,EUA,China,18,medio,medio
389,China,Alemanha,3,medio,baixo
5598516,Alemanha,Brasil,23,medio,medio
90861,EUA,Brasil,17,medio,medio
405178,Brasil,Nigéria,17,medio,medio
202489,EUA,Nigéria,2,medio,medio
8154,China,China,3,bom,medio
119868,Alemanha,Brasil,8,medio,medio
56633,Nigéria,Brasil,5,ruim,medio
5644,Alemanha,China,18,bom,medio
4113,EUA,Brasil,13,bom,medio
16075,EUA,Alemanha,11,bom,medio
434908,EUA,EUA,17,medio,medio
130087,Nigéria,China,9,ruim,medio
245340,Nigéria,EUA,7,medio,medio
208868,Brasil,Nigéria,13,medio,medio
4453,EUA,Alemanha,18,bom,medio
583111,China,Brasil,15,medio,medio
17764,Alemanha,China,3,medio,medio
185035,Nigéria,Nigéria,17,ruim,medio
87847,Alemanha,EUA,0,ruim,medio
6132,China,Nigéria,21,bom,medio
41323,Alemanha,EUA,5,medio,medio
55942,EUA,EUA,0,ruim,medio
189551,Brasil,Nigéria,1,ruim,medio
174519,Brasil,Alemanha,21,medio,medio
73564,Nigéria,Brasil,22,ruim,medio
5629,Alemanha,Alemanha,14,bom,medio
26992,Brasil,Nigéria,5,ruim,medio
13876,Alemanha,Nigéria,20,bom,medio
49058,Nigéria,EUA,17,ruim,medio
902,Brasil,China,11,bom,baixo
616313,China,EUA,4,medio,medio
131383,Brasil,EUA,23,medio,medio
260064,Nigéria,China,4,medio,medio
226834,Alemanha,Brasil,14,ruim,medio
8787,China,Brasil,0,bom,medio
164498,EUA,China,14,medio,medio
195962,Alemanha,Nigéria,5,medio,medio
329604,China,Brasil,17,medio,medio
11875,EUA,Alemanha,21,bom,medio
541473,China,Alemanha,6,medio,medio
203682,Alemanha,Nigéria,2,medio,medio
203304,Nigéria,Alemanha,16,ruim,medio
439970,China,Brasil,0,ruim,medio
21421,Nigéria,Nigéria,8,bom,medio
10671,Nigéria,EUA,15,bom,medio
462154,Nigéria,Brasil,13,medio,medio
7553,EUA,Alemanha,5,bom,medio
135113,China,Brasil,2,medio,medio
41313,EUA,EUA,21,bom,medio
11522,EUA,Alemanha,16,bom,medio
229674,EUA,Brasil,3,medio,medio
3780,Nigéria,EUA,17,bom,baixo
153075,Alemanha,China,4,medio,medio
211079,Brasil,EUA,8,medio,medio
120353,China,Alemanha,11,ruim,medio
12859,EUA,Alemanha,19,bom,medio
224859,Alemanha,Brasil,19,medio,medio
51205,EUA,Alemanha,13,ruim,medio
206482,Nigéria,Alemanha,7,medio,medio
288938,Alemanha,Brasil,6,medio,medio
634796,EUA,EUA,7,medio,medio
172841,Nigéria,Brasil,16,medio,medio
12388,Nigéria,EUA,14,bom,medio
